"new_cases"	"deaths"	"teryt"	"date"
57	1	"t0201"	"20210330"
22	2	"t0202"	"20210330"
51	1	"t0203"	"20210330"
21	1	"t0204"	"20210330"
18	0	"t0205"	"20210330"
66	3	"t0206"	"20210330"
34	1	"t0207"	"20210330"
36	2	"t0208"	"20210330"
12	0	"t0209"	"20210330"
17	2	"t0210"	"20210330"
52	0	"t0211"	"20210330"
29	0	"t0212"	"20210330"
30	0	"t0213"	"20210330"
64	0	"t0214"	"20210330"
46	0	"t0215"	"20210330"
77	0	"t0216"	"20210330"
78	0	"t0217"	"20210330"
12	0	"t0218"	"20210330"
88	4	"t0219"	"20210330"
39	1	"t0220"	"20210330"
52	2	"t0221"	"20210330"
7	0	"t0222"	"20210330"
162	0	"t0223"	"20210330"
17	1	"t0224"	"20210330"
25	0	"t0225"	"20210330"
23	0	"t0226"	"20210330"
96	2	"t0261"	"20210330"
14	0	"t0262"	"20210330"
755	4	"t0264"	"20210330"
104	2	"t0265"	"20210330"
62	1	"t0401"	"20210330"
22	1	"t0402"	"20210330"
101	4	"t0403"	"20210330"
16	0	"t0404"	"20210330"
31	2	"t0405"	"20210330"
28	1	"t0406"	"20210330"
89	3	"t0407"	"20210330"
20	2	"t0408"	"20210330"
13	0	"t0409"	"20210330"
61	5	"t0410"	"20210330"
7	1	"t0411"	"20210330"
12	2	"t0412"	"20210330"
20	0	"t0413"	"20210330"
24	3	"t0414"	"20210330"
73	3	"t0415"	"20210330"
16	3	"t0416"	"20210330"
24	0	"t0417"	"20210330"
11	2	"t0418"	"20210330"
15	0	"t0419"	"20210330"
324	4	"t0461"	"20210330"
56	5	"t0462"	"20210330"
125	6	"t0463"	"20210330"
29	3	"t0464"	"20210330"
52	0	"t0601"	"20210330"
48	2	"t0602"	"20210330"
23	0	"t0603"	"20210330"
90	2	"t0604"	"20210330"
25	1	"t0605"	"20210330"
42	1	"t0606"	"20210330"
30	0	"t0607"	"20210330"
30	0	"t0608"	"20210330"
80	2	"t0609"	"20210330"
25	1	"t0610"	"20210330"
20	2	"t0611"	"20210330"
18	0	"t0612"	"20210330"
20	0	"t0613"	"20210330"
39	2	"t0614"	"20210330"
26	0	"t0615"	"20210330"
15	0	"t0616"	"20210330"
47	2	"t0617"	"20210330"
31	3	"t0618"	"20210330"
16	0	"t0619"	"20210330"
29	0	"t0620"	"20210330"
36	0	"t0661"	"20210330"
23	1	"t0662"	"20210330"
219	5	"t0663"	"20210330"
24	0	"t0664"	"20210330"
32	0	"t0801"	"20210330"
11	1	"t0802"	"20210330"
18	1	"t0803"	"20210330"
26	0	"t0804"	"20210330"
17	2	"t0805"	"20210330"
16	1	"t0806"	"20210330"
16	0	"t0807"	"20210330"
7	0	"t0808"	"20210330"
46	0	"t0809"	"20210330"
43	1	"t0810"	"20210330"
32	1	"t0811"	"20210330"
29	0	"t0812"	"20210330"
36	0	"t0861"	"20210330"
67	1	"t0862"	"20210330"
61	3	"t1001"	"20210330"
8	0	"t1002"	"20210330"
7	0	"t1003"	"20210330"
35	0	"t1004"	"20210330"
62	0	"t1005"	"20210330"
59	1	"t1006"	"20210330"
12	1	"t1007"	"20210330"
60	1	"t1008"	"20210330"
15	0	"t1009"	"20210330"
43	0	"t1010"	"20210330"
14	0	"t1011"	"20210330"
63	4	"t1012"	"20210330"
11	0	"t1013"	"20210330"
56	1	"t1014"	"20210330"
7	0	"t1015"	"20210330"
33	1	"t1016"	"20210330"
20	0	"t1017"	"20210330"
2	0	"t1018"	"20210330"
6	1	"t1019"	"20210330"
106	0	"t1020"	"20210330"
7	0	"t1021"	"20210330"
542	12	"t1061"	"20210330"
42	0	"t1062"	"20210330"
19	0	"t1063"	"20210330"
68	1	"t1201"	"20210330"
55	1	"t1202"	"20210330"
76	0	"t1203"	"20210330"
17	0	"t1204"	"20210330"
46	2	"t1205"	"20210330"
114	7	"t1206"	"20210330"
26	1	"t1207"	"20210330"
31	0	"t1208"	"20210330"
47	6	"t1209"	"20210330"
85	1	"t1210"	"20210330"
35	2	"t1211"	"20210330"
36	0	"t1212"	"20210330"
115	0	"t1213"	"20210330"
18	0	"t1214"	"20210330"
16	3	"t1215"	"20210330"
85	0	"t1216"	"20210330"
18	1	"t1217"	"20210330"
56	7	"t1218"	"20210330"
106	0	"t1219"	"20210330"
504	14	"t1261"	"20210330"
45	2	"t1262"	"20210330"
56	0	"t1263"	"20210330"
4	0	"t1401"	"20210330"
19	4	"t1402"	"20210330"
15	0	"t1403"	"20210330"
9	1	"t1404"	"20210330"
86	2	"t1405"	"20210330"
78	2	"t1406"	"20210330"
28	0	"t1407"	"20210330"
105	0	"t1408"	"20210330"
5	0	"t1409"	"20210330"
7	0	"t1410"	"20210330"
19	1	"t1411"	"20210330"
47	0	"t1412"	"20210330"
