"new_cases"	"deaths"	"teryt"	"date"
10	0	"t0201"	"20210131"
6	0	"t0202"	"20210131"
5	0	"t0203"	"20210131"
2	0	"t0204"	"20210131"
5	0	"t0205"	"20210131"
6	0	"t0206"	"20210131"
1	0	"t0207"	"20210131"
20	0	"t0208"	"20210131"
7	0	"t0209"	"20210131"
1	0	"t0210"	"20210131"
43	1	"t0211"	"20210131"
7	0	"t0213"	"20210131"
11	0	"t0214"	"20210131"
12	0	"t0215"	"20210131"
9	0	"t0216"	"20210131"
3	0	"t0218"	"20210131"
8	0	"t0219"	"20210131"
5	0	"t0220"	"20210131"
1	0	"t0221"	"20210131"
2	0	"t0222"	"20210131"
21	0	"t0223"	"20210131"
2	0	"t0224"	"20210131"
1	0	"t0225"	"20210131"
5	0	"t0226"	"20210131"
15	0	"t0261"	"20210131"
13	0	"t0262"	"20210131"
72	0	"t0264"	"20210131"
9	0	"t0265"	"20210131"
9	1	"t0401"	"20210131"
7	0	"t0402"	"20210131"
32	0	"t0403"	"20210131"
18	0	"t0404"	"20210131"
6	0	"t0405"	"20210131"
7	0	"t0406"	"20210131"
27	1	"t0407"	"20210131"
8	0	"t0408"	"20210131"
4	0	"t0409"	"20210131"
21	0	"t0410"	"20210131"
2	0	"t0411"	"20210131"
6	1	"t0412"	"20210131"
10	1	"t0413"	"20210131"
25	0	"t0414"	"20210131"
21	1	"t0415"	"20210131"
4	0	"t0416"	"20210131"
5	1	"t0417"	"20210131"
8	1	"t0418"	"20210131"
10	0	"t0419"	"20210131"
87	0	"t0461"	"20210131"
23	0	"t0462"	"20210131"
44	1	"t0463"	"20210131"
10	2	"t0464"	"20210131"
12	1	"t0601"	"20210131"
8	0	"t0602"	"20210131"
2	0	"t0603"	"20210131"
1	0	"t0604"	"20210131"
10	0	"t0605"	"20210131"
3	0	"t0606"	"20210131"
8	0	"t0607"	"20210131"
5	0	"t0608"	"20210131"
14	0	"t0609"	"20210131"
9	0	"t0610"	"20210131"
8	0	"t0611"	"20210131"
4	0	"t0612"	"20210131"
1	0	"t0613"	"20210131"
26	0	"t0614"	"20210131"
3	1	"t0615"	"20210131"
6	0	"t0616"	"20210131"
13	0	"t0617"	"20210131"
15	1	"t0618"	"20210131"
11	1	"t0619"	"20210131"
7	0	"t0620"	"20210131"
7	0	"t0661"	"20210131"
3	0	"t0662"	"20210131"
41	0	"t0663"	"20210131"
10	0	"t0664"	"20210131"
12	0	"t0801"	"20210131"
4	0	"t0802"	"20210131"
9	0	"t0803"	"20210131"
25	0	"t0804"	"20210131"
6	0	"t0805"	"20210131"
7	0	"t0806"	"20210131"
2	0	"t0807"	"20210131"
8	0	"t0808"	"20210131"
8	0	"t0809"	"20210131"
8	0	"t0810"	"20210131"
14	0	"t0811"	"20210131"
1	0	"t0812"	"20210131"
19	0	"t0861"	"20210131"
47	1	"t0862"	"20210131"
5	0	"t1001"	"20210131"
9	0	"t1002"	"20210131"
3	0	"t1003"	"20210131"
1	0	"t1004"	"20210131"
3	0	"t1005"	"20210131"
12	0	"t1006"	"20210131"
2	0	"t1007"	"20210131"
6	0	"t1008"	"20210131"
6	0	"t1009"	"20210131"
1	3	"t1010"	"20210131"
1	0	"t1011"	"20210131"
10	0	"t1012"	"20210131"
6	0	"t1013"	"20210131"
9	0	"t1014"	"20210131"
2	0	"t1015"	"20210131"
10	1	"t1016"	"20210131"
3	0	"t1017"	"20210131"
1	0	"t1019"	"20210131"
19	0	"t1020"	"20210131"
4	0	"t1021"	"20210131"
85	0	"t1061"	"20210131"
3	0	"t1062"	"20210131"
2	0	"t1063"	"20210131"
4	0	"t1201"	"20210131"
6	0	"t1202"	"20210131"
7	0	"t1203"	"20210131"
