"new_cases"	"deaths"	"teryt"	"date"
5	0	"t0201"	"20210226"
20	0	"t0202"	"20210226"
18	0	"t0203"	"20210226"
2	1	"t0204"	"20210226"
4	0	"t0205"	"20210226"
14	2	"t0206"	"20210226"
25	0	"t0207"	"20210226"
126	7	"t0208"	"20210226"
10	0	"t0209"	"20210226"
5	2	"t0210"	"20210226"
8	0	"t0211"	"20210226"
2	0	"t0212"	"20210226"
1	0	"t0213"	"20210226"
19	0	"t0214"	"20210226"
14	0	"t0215"	"20210226"
4	0	"t0216"	"20210226"
2	1	"t0217"	"20210226"
12	0	"t0218"	"20210226"
53	1	"t0219"	"20210226"
22	2	"t0220"	"20210226"
22	2	"t0221"	"20210226"
8	2	"t0222"	"20210226"
66	0	"t0223"	"20210226"
2	1	"t0224"	"20210226"
15	1	"t0225"	"20210226"
2	0	"t0226"	"20210226"
16	0	"t0261"	"20210226"
30	0	"t0262"	"20210226"
274	2	"t0264"	"20210226"
47	2	"t0265"	"20210226"
10	0	"t0401"	"20210226"
11	1	"t0402"	"20210226"
39	2	"t0403"	"20210226"
20	0	"t0404"	"20210226"
41	0	"t0405"	"20210226"
11	0	"t0406"	"20210226"
61	0	"t0407"	"20210226"
7	0	"t0408"	"20210226"
10	0	"t0409"	"20210226"
34	1	"t0410"	"20210226"
4	1	"t0411"	"20210226"
7	0	"t0412"	"20210226"
4	0	"t0413"	"20210226"
18	0	"t0414"	"20210226"
53	0	"t0415"	"20210226"
20	0	"t0416"	"20210226"
3	1	"t0417"	"20210226"
7	1	"t0418"	"20210226"
23	0	"t0419"	"20210226"
152	5	"t0461"	"20210226"
66	2	"t0462"	"20210226"
115	0	"t0463"	"20210226"
25	0	"t0464"	"20210226"
19	0	"t0601"	"20210226"
40	0	"t0602"	"20210226"
9	0	"t0603"	"20210226"
5	0	"t0604"	"20210226"
4	1	"t0605"	"20210226"
6	0	"t0606"	"20210226"
10	3	"t0607"	"20210226"
28	1	"t0608"	"20210226"
42	0	"t0609"	"20210226"
12	2	"t0610"	"20210226"
8	0	"t0611"	"20210226"
7	0	"t0612"	"20210226"
4	0	"t0613"	"20210226"
19	0	"t0614"	"20210226"
1	0	"t0615"	"20210226"
10	0	"t0616"	"20210226"
35	0	"t0617"	"20210226"
20	1	"t0618"	"20210226"
8	0	"t0619"	"20210226"
13	0	"t0620"	"20210226"
9	0	"t0661"	"20210226"
13	0	"t0662"	"20210226"
76	0	"t0663"	"20210226"
8	0	"t0664"	"20210226"
55	0	"t0801"	"20210226"
14	1	"t0802"	"20210226"
31	2	"t0803"	"20210226"
18	0	"t0804"	"20210226"
11	0	"t0805"	"20210226"
25	2	"t0806"	"20210226"
5	0	"t0807"	"20210226"
15	0	"t0808"	"20210226"
39	2	"t0809"	"20210226"
10	0	"t0810"	"20210226"
15	0	"t0811"	"20210226"
3	0	"t0812"	"20210226"
121	2	"t0861"	"20210226"
98	4	"t0862"	"20210226"
32	0	"t1001"	"20210226"
13	1	"t1002"	"20210226"
7	1	"t1003"	"20210226"
11	0	"t1004"	"20210226"
21	0	"t1005"	"20210226"
9	0	"t1006"	"20210226"
5	0	"t1007"	"20210226"
34	0	"t1008"	"20210226"
9	0	"t1009"	"20210226"
17	0	"t1010"	"20210226"
16	0	"t1011"	"20210226"
15	1	"t1012"	"20210226"
12	1	"t1013"	"20210226"
7	0	"t1014"	"20210226"
8	0	"t1015"	"20210226"
38	1	"t1016"	"20210226"
3	0	"t1017"	"20210226"
5	0	"t1018"	"20210226"
5	0	"t1019"	"20210226"
27	1	"t1020"	"20210226"
4	0	"t1021"	"20210226"
179	4	"t1061"	"20210226"
24	0	"t1062"	"20210226"
10	0	"t1063"	"20210226"
7	0	"t1201"	"20210226"
27	0	"t1202"	"20210226"
35	1	"t1203"	"20210226"
11	0	"t1204"	"20210226"
6	0	"t1205"	"20210226"
117	1	"t1206"	"20210226"
16	0	"t1207"	"20210226"
5	0	"t1208"	"20210226"
10	0	"t1209"	"20210226"
4	0	"t1210"	"20210226"
2	0	"t1211"	"20210226"
23	0	"t1212"	"20210226"
30	1	"t1213"	"20210226"
3	0	"t1214"	"20210226"
6	0	"t1215"	"20210226"
25	2	"t1216"	"20210226"
8	1	"t1217"	"20210226"
52	3	"t1218"	"20210226"
23	0	"t1219"	"20210226"
228	3	"t1261"	"20210226"
7	0	"t1262"	"20210226"
15	2	"t1263"	"20210226"
5	0	"t1401"	"20210226"
45	1	"t1402"	"20210226"
