"new_cases"	"deaths"	"teryt"	"date"
28	0	"t0201"	"20210107"
18	0	"t0202"	"20210107"
19	0	"t0203"	"20210107"
7	0	"t0204"	"20210107"
11	0	"t0205"	"20210107"
13	0	"t0206"	"20210107"
6	0	"t0207"	"20210107"
38	0	"t0208"	"20210107"
7	0	"t0209"	"20210107"
23	0	"t0210"	"20210107"
18	0	"t0211"	"20210107"
3	0	"t0212"	"20210107"
2	0	"t0213"	"20210107"
14	0	"t0214"	"20210107"
15	0	"t0215"	"20210107"
13	0	"t0216"	"20210107"
12	0	"t0218"	"20210107"
29	0	"t0219"	"20210107"
21	0	"t0220"	"20210107"
13	1	"t0221"	"20210107"
21	0	"t0222"	"20210107"
43	0	"t0223"	"20210107"
21	0	"t0224"	"20210107"
16	0	"t0225"	"20210107"
14	0	"t0226"	"20210107"
12	0	"t0261"	"20210107"
16	0	"t0262"	"20210107"
145	0	"t0264"	"20210107"
29	3	"t0265"	"20210107"
15	1	"t0401"	"20210107"
26	0	"t0402"	"20210107"
79	0	"t0403"	"20210107"
27	1	"t0404"	"20210107"
24	1	"t0405"	"20210107"
35	0	"t0406"	"20210107"
72	2	"t0407"	"20210107"
4	0	"t0408"	"20210107"
4	0	"t0409"	"20210107"
101	0	"t0410"	"20210107"
31	0	"t0411"	"20210107"
11	0	"t0412"	"20210107"
23	1	"t0413"	"20210107"
63	1	"t0414"	"20210107"
57	1	"t0415"	"20210107"
17	1	"t0416"	"20210107"
8	0	"t0417"	"20210107"
22	0	"t0418"	"20210107"
70	0	"t0419"	"20210107"
169	0	"t0461"	"20210107"
59	6	"t0462"	"20210107"
121	3	"t0463"	"20210107"
40	0	"t0464"	"20210107"
16	0	"t0601"	"20210107"
10	0	"t0602"	"20210107"
27	0	"t0603"	"20210107"
2	0	"t0604"	"20210107"
15	0	"t0606"	"20210107"
11	2	"t0607"	"20210107"
11	0	"t0608"	"20210107"
26	0	"t0609"	"20210107"
14	0	"t0610"	"20210107"
7	0	"t0611"	"20210107"
10	0	"t0612"	"20210107"
5	0	"t0613"	"20210107"
37	0	"t0614"	"20210107"
2	1	"t0615"	"20210107"
8	0	"t0616"	"20210107"
12	1	"t0617"	"20210107"
8	0	"t0619"	"20210107"
8	0	"t0620"	"20210107"
14	0	"t0661"	"20210107"
6	0	"t0662"	"20210107"
70	0	"t0663"	"20210107"
12	0	"t0664"	"20210107"
31	0	"t0801"	"20210107"
40	0	"t0802"	"20210107"
27	0	"t0803"	"20210107"
27	0	"t0804"	"20210107"
34	0	"t0805"	"20210107"
21	0	"t0806"	"20210107"
19	0	"t0807"	"20210107"
25	0	"t0808"	"20210107"
22	1	"t0809"	"20210107"
11	0	"t0810"	"20210107"
26	2	"t0811"	"20210107"
6	0	"t0812"	"20210107"
39	0	"t0861"	"20210107"
51	1	"t0862"	"20210107"
9	0	"t1001"	"20210107"
30	0	"t1002"	"20210107"
4	1	"t1003"	"20210107"
26	0	"t1004"	"20210107"
18	0	"t1005"	"20210107"
24	4	"t1006"	"20210107"
1	0	"t1007"	"20210107"
60	0	"t1008"	"20210107"
8	0	"t1009"	"20210107"
19	0	"t1010"	"20210107"
3	0	"t1011"	"20210107"
21	0	"t1012"	"20210107"
8	0	"t1013"	"20210107"
19	3	"t1014"	"20210107"
4	0	"t1015"	"20210107"
24	0	"t1016"	"20210107"
12	0	"t1017"	"20210107"
1	1	"t1018"	"20210107"
10	2	"t1019"	"20210107"
44	0	"t1020"	"20210107"
7	0	"t1021"	"20210107"
251	18	"t1061"	"20210107"
13	0	"t1062"	"20210107"
11	0	"t1063"	"20210107"
12	0	"t1201"	"20210107"
2	0	"t1202"	"20210107"
8	0	"t1203"	"20210107"
2	0	"t1204"	"20210107"
3	0	"t1205"	"20210107"
55	0	"t1206"	"20210107"
8	0	"t1207"	"20210107"
5	0	"t1208"	"20210107"
18	0	"t1209"	"20210107"
24	0	"t1210"	"20210107"
4	0	"t1211"	"20210107"
11	0	"t1212"	"20210107"
25	0	"t1213"	"20210107"
1	0	"t1214"	"20210107"
9	0	"t1215"	"20210107"
15	0	"t1216"	"20210107"
4	0	"t1217"	"20210107"
25	0	"t1218"	"20210107"
9	0	"t1219"	"20210107"
191	2	"t1261"	"20210107"
12	0	"t1262"	"20210107"
10	0	"t1263"	"20210107"
17	0	"t1401"	"20210107"
27	0	"t1402"	"20210107"
12	0	"t1403"	"20210107"
16	1	"t1404"	"20210107"
34	0	"t1405"	"20210107"
11	0	"t1406"	"20210107"
9	0	"t1407"	"20210107"
41	1	"t1408"	"20210107"
5	0	"t1409"	"20210107"
2	0	"t1410"	"20210107"
12	0	"t1411"	"20210107"
62	0	"t1412"	"20210107"
23	0	"t1413"	"20210107"
16	0	"t1414"	"20210107"
3	0	"t1415"	"20210107"
9	1	"t1416"	"20210107"
12	0	"t1417"	"20210107"
42	0	"t1418"	"20210107"
48	3	"t1419"	"20210107"
11	0	"t1420"	"20210107"
90	0	"t1421"	"20210107"
1	1	"t1422"	"20210107"
4	0	"t1423"	"20210107"
3	0	"t1424"	"20210107"
27	3	"t1425"	"20210107"
1	0	"t1426"	"20210107"
10	0	"t1427"	"20210107"
36	0	"t1428"	"20210107"
12	0	"t1429"	"20210107"
1	0	"t1430"	"20210107"
48	0	"t1432"	"20210107"
12	0	"t1433"	"20210107"
65	0	"t1434"	"20210107"
12	0	"t1435"	"20210107"
8	0	"t1436"	"20210107"
11	0	"t1437"	"20210107"
16	1	"t1438"	"20210107"
9	0	"t1461"	"20210107"
64	3	"t1462"	"20210107"
43	2	"t1463"	"20210107"
