"new_cases"	"deaths"	"teryt"	"date"
5	0	"t0201"	"20210110"
2	0	"t0202"	"20210110"
23	0	"t0203"	"20210110"
8	0	"t0204"	"20210110"
3	0	"t0205"	"20210110"
7	0	"t0206"	"20210110"
5	0	"t0207"	"20210110"
12	0	"t0208"	"20210110"
3	0	"t0209"	"20210110"
20	0	"t0210"	"20210110"
8	1	"t0211"	"20210110"
4	0	"t0212"	"20210110"
7	2	"t0213"	"20210110"
14	0	"t0214"	"20210110"
13	0	"t0215"	"20210110"
10	0	"t0216"	"20210110"
9	0	"t0218"	"20210110"
15	0	"t0219"	"20210110"
20	0	"t0220"	"20210110"
7	0	"t0221"	"20210110"
12	0	"t0222"	"20210110"
29	0	"t0223"	"20210110"
10	0	"t0224"	"20210110"
32	0	"t0225"	"20210110"
7	0	"t0226"	"20210110"
6	0	"t0261"	"20210110"
14	0	"t0262"	"20210110"
129	0	"t0264"	"20210110"
25	1	"t0265"	"20210110"
14	0	"t0401"	"20210110"
20	1	"t0402"	"20210110"
78	0	"t0403"	"20210110"
35	0	"t0404"	"20210110"
21	2	"t0405"	"20210110"
17	1	"t0406"	"20210110"
77	1	"t0407"	"20210110"
10	0	"t0408"	"20210110"
9	0	"t0409"	"20210110"
65	1	"t0410"	"20210110"
6	1	"t0411"	"20210110"
10	0	"t0412"	"20210110"
15	0	"t0413"	"20210110"
36	1	"t0414"	"20210110"
78	0	"t0415"	"20210110"
11	0	"t0416"	"20210110"
7	0	"t0417"	"20210110"
11	0	"t0418"	"20210110"
41	2	"t0419"	"20210110"
198	0	"t0461"	"20210110"
35	5	"t0462"	"20210110"
110	1	"t0463"	"20210110"
18	1	"t0464"	"20210110"
13	1	"t0601"	"20210110"
4	0	"t0602"	"20210110"
53	2	"t0603"	"20210110"
8	0	"t0604"	"20210110"
17	0	"t0606"	"20210110"
12	8	"t0607"	"20210110"
14	0	"t0608"	"20210110"
31	0	"t0609"	"20210110"
10	0	"t0610"	"20210110"
19	0	"t0611"	"20210110"
