"new_cases"	"deaths"	"teryt"	"date"
15	1	"t0201"	"20210202"
5	1	"t0202"	"20210202"
2	0	"t0203"	"20210202"
1	0	"t0204"	"20210202"
2	1	"t0206"	"20210202"
2	0	"t0207"	"20210202"
4	5	"t0208"	"20210202"
2	1	"t0210"	"20210202"
6	1	"t0211"	"20210202"
2	0	"t0212"	"20210202"
1	0	"t0213"	"20210202"
10	0	"t0214"	"20210202"
4	0	"t0215"	"20210202"
12	0	"t0216"	"20210202"
6	0	"t0217"	"20210202"
4	0	"t0218"	"20210202"
13	1	"t0219"	"20210202"
9	0	"t0220"	"20210202"
4	3	"t0221"	"20210202"
1	0	"t0222"	"20210202"
12	1	"t0223"	"20210202"
3	0	"t0224"	"20210202"
5	1	"t0225"	"20210202"
4	0	"t0226"	"20210202"
10	1	"t0261"	"20210202"
1	2	"t0262"	"20210202"
92	4	"t0264"	"20210202"
4	0	"t0265"	"20210202"
10	0	"t0401"	"20210202"
4	2	"t0402"	"20210202"
37	1	"t0403"	"20210202"
20	3	"t0404"	"20210202"
6	1	"t0405"	"20210202"
8	0	"t0406"	"20210202"
12	2	"t0407"	"20210202"
8	2	"t0408"	"20210202"
7	0	"t0409"	"20210202"
20	0	"t0410"	"20210202"
4	0	"t0411"	"20210202"
5	0	"t0412"	"20210202"
14	0	"t0413"	"20210202"
14	2	"t0414"	"20210202"
37	0	"t0415"	"20210202"
12	0	"t0416"	"20210202"
19	1	"t0417"	"20210202"
14	0	"t0418"	"20210202"
21	0	"t0419"	"20210202"
89	5	"t0461"	"20210202"
18	0	"t0462"	"20210202"
53	3	"t0463"	"20210202"
17	0	"t0464"	"20210202"
11	0	"t0601"	"20210202"
6	1	"t0602"	"20210202"
3	0	"t0603"	"20210202"
4	0	"t0604"	"20210202"
9	2	"t0606"	"20210202"
17	0	"t0607"	"20210202"
5	1	"t0608"	"20210202"
20	0	"t0609"	"20210202"
5	1	"t0610"	"20210202"
11	2	"t0611"	"20210202"
4	0	"t0612"	"20210202"
2	0	"t0613"	"20210202"
9	2	"t0614"	"20210202"
8	1	"t0615"	"20210202"
2	0	"t0616"	"20210202"
24	0	"t0617"	"20210202"
13	3	"t0618"	"20210202"
17	0	"t0619"	"20210202"
8	0	"t0620"	"20210202"
8	0	"t0661"	"20210202"
13	0	"t0662"	"20210202"
52	6	"t0663"	"20210202"
2	0	"t0664"	"20210202"
7	0	"t0801"	"20210202"
3	0	"t0802"	"20210202"
3	0	"t0803"	"20210202"
7	0	"t0804"	"20210202"
6	0	"t0806"	"20210202"
1	1	"t0807"	"20210202"
2	0	"t0808"	"20210202"
7	0	"t0809"	"20210202"
9	1	"t0810"	"20210202"
17	0	"t0811"	"20210202"
1	0	"t0812"	"20210202"
6	0	"t0861"	"20210202"
15	0	"t0862"	"20210202"
7	6	"t1001"	"20210202"
10	0	"t1002"	"20210202"
5	0	"t1003"	"20210202"
6	0	"t1004"	"20210202"
7	0	"t1005"	"20210202"
6	0	"t1006"	"20210202"
4	1	"t1007"	"20210202"
5	0	"t1008"	"20210202"
1	0	"t1009"	"20210202"
11	0	"t1010"	"20210202"
2	0	"t1011"	"20210202"
12	0	"t1012"	"20210202"
5	0	"t1013"	"20210202"
10	0	"t1014"	"20210202"
4	0	"t1015"	"20210202"
