"new_cases"	"deaths"	"teryt"	"date"
80	1	"t0201"	"20211119"
11	0	"t0202"	"20211119"
31	1	"t0203"	"20211119"
13	1	"t0204"	"20211119"
21	1	"t0205"	"20211119"
21	0	"t0206"	"20211119"
2	0	"t0207"	"20211119"
38	0	"t0208"	"20211119"
37	0	"t0209"	"20211119"
49	0	"t0210"	"20211119"
83	0	"t0211"	"20211119"
10	0	"t0212"	"20211119"
34	0	"t0213"	"20211119"
68	2	"t0214"	"20211119"
51	0	"t0215"	"20211119"
47	0	"t0216"	"20211119"
23	0	"t0217"	"20211119"
40	0	"t0218"	"20211119"
38	0	"t0219"	"20211119"
60	0	"t0220"	"20211119"
6	0	"t0221"	"20211119"
60	0	"t0222"	"20211119"
129	0	"t0223"	"20211119"
3	0	"t0224"	"20211119"
55	0	"t0225"	"20211119"
20	1	"t0226"	"20211119"
17	1	"t0261"	"20211119"
85	2	"t0262"	"20211119"
566	3	"t0264"	"20211119"
27	3	"t0265"	"20211119"
29	1	"t0401"	"20211119"
29	0	"t0402"	"20211119"
94	0	"t0403"	"20211119"
11	2	"t0404"	"20211119"
9	0	"t0405"	"20211119"
18	0	"t0406"	"20211119"
75	2	"t0407"	"20211119"
29	2	"t0408"	"20211119"
17	1	"t0409"	"20211119"
40	0	"t0410"	"20211119"
19	0	"t0411"	"20211119"
13	1	"t0412"	"20211119"
23	1	"t0413"	"20211119"
69	0	"t0414"	"20211119"
82	0	"t0415"	"20211119"
24	1	"t0416"	"20211119"
11	1	"t0417"	"20211119"
51	2	"t0418"	"20211119"
55	0	"t0419"	"20211119"
189	2	"t0461"	"20211119"
75	0	"t0462"	"20211119"
189	1	"t0463"	"20211119"
131	0	"t0464"	"20211119"
36	2	"t0601"	"20211119"
49	2	"t0602"	"20211119"
79	3	"t0603"	"20211119"
68	1	"t0604"	"20211119"
12	0	"t0605"	"20211119"
44	0	"t0606"	"20211119"
39	11	"t0607"	"20211119"
45	5	"t0608"	"20211119"
110	6	"t0609"	"20211119"
42	2	"t0610"	"20211119"
56	3	"t0611"	"20211119"
17	2	"t0612"	"20211119"
15	0	"t0613"	"20211119"
92	9	"t0614"	"20211119"
7	1	"t0615"	"20211119"
25	1	"t0616"	"20211119"
63	2	"t0617"	"20211119"
